Pfam	domain_name	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
PF02599	Global regulator protein family	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0
PF11446	Protein of unknown function (DUF2897)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0
PF11721	Malectin domain	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PF01344	Kelch motif	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0
PF21723	Domain of unknown function (DUF1338), N-terminal	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0
PF07063	Domain of unknown function (DUF1338), C-terminal	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0
PF01075	Glycosyltransferase family 9 (heptosyltransferase)	0	0	1	2	0	0	1	1	0	3	2	1	1	0	0	2	0	1	1	3	0	0	1	0	0	0	2	1	2	1	1	3	1	0	0	2	1	1	1	2	1	0
PF10977	Protein of unknown function (DUF2797)	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0
PF04353	Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0
PF04613	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase, LpxD	0	0	1	1	0	1	2	0	1	1	2	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	2	1	2	1	1	1	1	0	0	2	1	1	1	2	1	0
PF20437	Lon-like LonC helical domain	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF20436	Archaeal LonB, AAA+ ATPase LID domain	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF13654	LonB-like, AAA domain	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF00186	Dihydrofolate reductase	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0
PF18393	MotY N-terminal domain	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF11981	Domain of unknown function (DUF3482)	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PF06080	Protein of unknown function (DUF938)	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0
PF04336	Acyl carrier protein phosphodiesterase	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0
PF06127	2-hydroxy-palmitic acid dioxygenase Mpo1-like	0	0	1	2	0	1	2	2	2	2	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	2	1	2	2	2	1	0	0	1	2	2	2	0	1	0
PF14539	Domain of unknown function (DUF4442)	0	0	2	4	0	0	1	2	0	2	0	0	0	0	1	0	0	2	1	2	1	0	2	0	0	0	1	1	2	1	1	3	2	0	0	2	1	1	1	1	2	0
PF06490	Flagellar regulatory protein FleQ	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF08032	RNA 2'-O ribose methyltransferase substrate binding	0	0	1	1	1	2	1	1	2	1	0	2	2	1	2	2	0	1	2	2	1	1	1	1	1	0	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	0
PF11612	Type II secretion system (T2SS), protein J	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0
PF04246	Positive regulator of sigma(E), RseC/MucC	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0
PF18075	FtsX extracellular domain	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0
PF17775	UPF0225 domain	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
PF05230	MASE2 domain	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0
PF00211	Adenylate and Guanylate cyclase catalytic domain	0	0	1	2	0	1	2	3	2	2	1	0	0	2	12	1	0	1	1	2	10	2	3	0	0	0	2	3	2	2	1	2	1	1	1	2	2	3	1	2	1	0
PF02465	Flagellar hook-associated protein 2 N-terminus	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF07195	Flagellar hook-associated protein 2 C-terminus	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF02789	Cytosol aminopeptidase family, N-terminal domain	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	2	1	1	0	1	0
PF13333	Integrase core domain	0	0	2	1	0	1	1	2	0	6	1	0	1	0	1	1	0	2	0	6	1	0	3	0	1	0	1	4	0	4	0	2	2	0	0	0	4	4	1	1	2	0
PF00665	Integrase core domain	0	0	2	1	0	4	3	2	0	4	1	2	1	2	6	1	0	2	0	3	5	0	3	0	3	0	1	5	0	3	0	2	2	3	3	0	2	5	1	1	2	0
PF06029	AlkA N-terminal domain	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0
PF04116	Fatty acid hydroxylase	0	0	1	4	2	4	2	1	2	4	1	3	0	0	3	2	0	2	1	5	3	0	0	2	1	1	3	2	1	3	3	3	1	0	0	1	3	2	4	3	0	1
PF01679	Proteolipid membrane potential modulator	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	1	0	1	1	1	1	0	0	0	1	1	1	2	0	0
PF19279	YegS C-terminal NAD kinase beta sandwich-like domain	0	0	1	1	0	0	0	1	1	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	1	0	0	1	0	1	2	1	0	0	1	0	0	0	0	1	1
PF03098	Animal haem peroxidase	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1
PF06099	Phenol hydroxylase subunit	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
PF16537	Type II secretion system protein B	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	1	2	1	0	1	0
PF07437	YfaZ precursor	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0
PF05544	Proline racemase	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PF19310	Neurolysin/Thimet oligopeptidase, N-terminal domain	0	0	1	1	0	0	0	1	2	1	1	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	0	1	1	2	2	1	1	0	0	1	2	1	2	0	0	0
PF09500	Putative thioesterase (yiiD_Cterm)	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0
PF05922	Peptidase inhibitor I9	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0
PF11026	Protein of unknown function (DUF2721)	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	2	0	1	0
PF04231	Endonuclease I	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	2	1	1	1	1	0	0	2	1	0	1	2	1	0
PF01313	Bacterial export proteins, family 3	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1
PF16983	Molybdate transporter of MFS superfamily	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF03899	ATP synthase I chain	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0
PF11172	Protein of unknown function (DUF2959)	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0
PF01910	Thiamine-binding protein	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PF13667	ThiC-associated domain	0	0	1	1	0	1	2	1	0	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0
PF01964	Radical SAM ThiC family	0	0	1	1	0	1	1	1	0	1	2	2	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0
PF04358	DsrC like protein	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF04345	Chorismate lyase	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0
PF06167	Glucose-regulated metallo-peptidase M90	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	2	1	3	1	0	1	1	0	0	3	1	1	0	1	1	0
PF03062	MBOAT, membrane-bound O-acyltransferase family	0	0	1	0	0	1	0	2	0	2	1	0	0	0	0	0	0	2	2	2	0	0	2	0	0	0	2	0	1	0	1	0	1	0	0	1	0	0	1	2	0	0
PF20408	Alpha/beta hydrolase domain	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0
PF16403	Bacterial surface protein, Ig-like domain	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0
PF10503	Esterase PHB depolymerase	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	2	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1
PF07027	Protein of unknown function (DUF1318)	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0
PF04222	Protein of unknown function (DUF416)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	2	0	1	0	1	0
PF07555	beta-N-acetylglucosaminidase	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF07660	Secretin and TonB N terminus short domain	0	0	1	1	0	2	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	1	0	0	1	0
PF05896	Na(+)-translocating NADH-quinone reductase subunit A (NQRA)	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	2	1	1	0
PF11973	NQRA C-terminal domain	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0
PF00092	von Willebrand factor type A domain	0	0	1	0	1	1	2	2	1	0	3	1	1	1	3	2	1	1	3	0	2	1	3	1	0	1	4	2	2	2	1	0	1	1	1	2	2	2	1	4	1	1
PF11174	Protein of unknown function (DUF2970)	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0
PF13480	Acetyltransferase (GNAT) domain	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	3	2	2	0	1	0	0	3	2	0	2	0	1	0
PF00303	Thymidylate synthase	0	0	1	1	0	1	1	1	1	1	1	1	2	1	0	2	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PF09650	Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF01548	Transposase	0	0	1	0	0	1	0	0	0	0	0	2	0	1	3	5	0	1	0	1	5	1	0	0	0	0	1	0	0	3	2	0	1	1	0	0	4	0	2	1	1	0
PF07130	YebG protein	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0
PF21783	YNCE-like beta-propeller	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0
PF04381	Putative exonuclease, RdgC	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0
PF09526	Probable metal-binding protein (DUF2387)	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0
PF04235	Protein of unknown function (DUF418)	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0
PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	2	0	0	0	1	0	0	2	0	2	1	0	0	0
PF09186	Domain of unknown function (DUF1949)	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0
PF01596	O-methyltransferase	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0
PF02645	Uncharacterised protein, DegV family COG1307	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
PF11808	Phosphate regulon sensor protein PhoR	0	0	1	1	0	0	2	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	0	1	1	1	1	0	0	0	1	2	1	0	0	0
PF12048	Protein of unknown function (DUF3530)	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0
PF13617	YnbE-like lipoprotein	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0
PF20227	Family of unknown function (DUF6586)	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0
PF13977	BetI-type transcriptional repressor, C-terminal	0	0	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	1	2	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1
PF10719	Late competence development protein ComFB	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
PF13721	SecD export protein N-terminal TM region	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0
PF09360	Iron-binding zinc finger CDGSH type	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
PF19577	DcaP outer membrane protein	0	0	1	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	2	0	2	1	0	0	0	2	1	0	0	1	0
PF06999	Sucrase/ferredoxin-like	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PF17940	Tetracyclin repressor-like, C-terminal domain	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
PF00023	Ankyrin repeat	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0
PF13657	HipA N-terminal domain	0	0	1	1	0	0	1	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	2	3	0	1	0	0	0	2	2	0	0	1	0
PF07804	HipA-like C-terminal domain	0	0	1	1	0	0	1	4	0	0	0	0	1	0	0	1	0	1	0	0	0	0	4	0	0	0	2	4	0	2	3	0	1	0	0	0	2	4	0	1	1	0
PF12895	Anaphase-promoting complex, cyclosome, subunit 3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	1	0	0	1	2	0	0
PF11663	Toxin with endonuclease activity, of toxin-antitoxin system	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF08867	FRG domain	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0
PF05650	Domain of unknown function (DUF802)	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF03413	Peptidase propeptide and YPEB domain	0	0	0	2	0	1	0	1	0	2	0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
PF06067	Domain of unknown function (DUF932)	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	1	0	0	3	0	0	0	1	0	1	0	0	0	0
PF14232	Domain of unknown function (DUF4334)	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF14231	GXWXG protein	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF09995	ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain	0	0	0	7	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0	0	0	0
PF08485	Polysaccharide biosynthesis protein C-terminal	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
PF03232	Ubiquinone biosynthesis protein COQ7	0	0	0	1	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
PF02086	D12 class N6 adenine-specific DNA methyltransferase	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	2	2	0	1	0	1	0	0	0
PF18897	Recombination directionality factor-like	0	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0
PF21351	Tetracyclin repressor-like, C-terminal domain	0	0	0	2	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF11583	P-aminobenzoate N-oxygenase AurF	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF07603	Protein of unknown function (DUF1566)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	2	0	0	0
PF08530	X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	2	0	2	0	0	1	0	0	0	2	0	0	0	2	0	0
PF07314	Protein of unknown function (DUF1461)	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PF02753	Pili assembly chaperone PapD, C-terminal domain	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF09619	Type III secretion system lipoprotein chaperone (YscW)	0	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PF02261	Aspartate decarboxylase	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0
PF16295	Tetracyclin repressor-like, C-terminal domain	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	2	0	1	0	0	0	0
PF13738	Pyridine nucleotide-disulphide oxidoreductase	0	0	0	5	0	2	2	2	0	4	0	1	0	1	2	0	0	0	0	4	2	1	2	0	0	1	1	3	2	1	0	6	0	0	0	2	1	3	0	1	0	1
PF05171	Haemin-degrading HemS.ChuX domain	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF04013	Putative SAM-dependent RNA methyltransferase	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PF13690	Chemotaxis phosphatase CheX	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	1	1	2	0	0	0
PF05635	23S rRNA-intervening sequence protein	0	0	0	3	0	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0
PF08850	Domain of unknown function (DUF1820)	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
PF04012	PspA/IM30 family	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	3	0	0	0
PF07510	Protein of unknown function (DUF1524)	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PF03831	PhnA domain	0	0	0	1	1	1	2	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	1	1	2	1	1	1	1	0	0	0	1	1	2	1	1	0	1
PF00135	Carboxylesterase family	0	0	0	1	0	1	1	0	2	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
