Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00620	Pyruvate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00620	Pyruvate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00630	Glyoxylate and dicarboxylate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00375	Hydroxypropionate-hydroxybutylate cycle	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00650	Butanoate metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00957	Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA	map00650	Butanoate metabolism	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00088	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone	map00720	Other carbon fixation pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00095	C5 isoprenoid biosynthesis, mevalonate pathway	map00720	Other carbon fixation pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00373	Ethylmalonyl pathway	map00720	Other carbon fixation pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00720	Other carbon fixation pathways	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
M00374	Dicarboxylate-hydroxybutyrate cycle	map00720	Other carbon fixation pathways	Carbon fixation	Dicarboxylate-hydroxybutyrate cycle	E2.3.1.9, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ec:2.3.1.9	K00626	NA	NA	4	4	11	7	5	4	3	5	5	7	0	4	5	6	9	2	4	11	2	6	6	6	5	5	3	5	3	5	2	3	4	6	11	6	6	2	3	5	5	3	5	5
