Module	Module_description	Pathway	Pathway_description	Cycle	Pathway_cycle	Detail_cycle	Genes	Gene_description	Enzyme	KO	rbims_pathway	rbims_sub_pathway	5mSIPHEX1_0	5mSIPHEX1_1	5mSIPHEX1_10	5mSIPHEX1_11	5mSIPHEX1_13	5mSIPHEX1_15	5mSIPHEX1_18	5mSIPHEX1_19	5mSIPHEX1_2	5mSIPHEX1_25	5mSIPHEX1_26	5mSIPHEX1_32	5mSIPHEX1_33	5mSIPHEX1_37	5mSIPHEX1_8	5mSIPHEX1_9	5mSIPHEX2_10	5mSIPHEX2_14	5mSIPHEX2_16	5mSIPHEX2_18	5mSIPHEX2_25	5mSIPHEX2_3	5mSIPHEX2_5	5mSIPHEX2_7	700mSIPHEX1_0	700mSIPHEX1_1	700mSIPHEX1_12	700mSIPHEX1_15	700mSIPHEX1_17	700mSIPHEX1_18	700mSIPHEX1_2	700mSIPHEX1_20	700mSIPHEX1_3	700mSIPHEX1_8	700mSIPHEX2_13	700mSIPHEX2_14	700mSIPHEX2_16	700mSIPHEX2_21	700mSIPHEX2_22	700mSIPHEX2_23	700mSIPHEX2_24	700mSIPHEX2_9
M00375	Hydroxypropionate-hydroxybutylate cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01120	Microbial metabolism in diverse environments	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01120	Microbial metabolism in diverse environments	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01120	Microbial metabolism in diverse environments	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01200	Carbon metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00375	Hydroxypropionate-hydroxybutylate cycle	map01200	Carbon metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01200	Carbon metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00376	3-Hydroxypropionate bi-cycle	map01200	Carbon metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01200	Carbon metabolism	Carbon fixation	3-hydroxypropionate bicycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	map01200	Carbon metabolism	Carbon fixation	Hydroxypropionate-hydroxybutylate cycle	E5.4.99.2A, mcmA1; methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ec:5.4.99.2	K01848	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map00860	Porphyrin metabolism	NA	NA	NA	cobQ, cbiP	adenosylcobyric acid synthase [EC:6.3.5.10]	ec:6.3.5.10	K02232	NA	NA	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	2	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1
M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map01100	Metabolic pathways	NA	NA	NA	cobQ, cbiP	adenosylcobyric acid synthase [EC:6.3.5.10]	ec:6.3.5.10	K02232	NA	NA	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	2	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1
M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin	map01240	Biosynthesis of cofactors	NA	NA	NA	cobQ, cbiP	adenosylcobyric acid synthase [EC:6.3.5.10]	ec:6.3.5.10	K02232	NA	NA	0	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	0	2	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1
NA	NA	map00740	Riboflavin metabolism	NA	NA	NA	bluB	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]	ec:1.13.11.79	K04719	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1
NA	NA	map01100	Metabolic pathways	NA	NA	NA	bluB	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]	ec:1.13.11.79	K04719	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1
NA	NA	map01240	Biosynthesis of cofactors	NA	NA	NA	bluB	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]	ec:1.13.11.79	K04719	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1
M00048	De novo purine biosynthesis, PRPP + glutamine => IMP	map00230	Purine metabolism	NA	NA	NA	purT	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	ec:6.3.1.21	K08289	NA	NA	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0
M00048	De novo purine biosynthesis, PRPP + glutamine => IMP	map01100	Metabolic pathways	NA	NA	NA	purT	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	ec:6.3.1.21	K08289	NA	NA	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0
M00048	De novo purine biosynthesis, PRPP + glutamine => IMP	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	purT	phosphoribosylglycinamide formyltransferase 2 [EC:6.3.1.21]	ec:6.3.1.21	K08289	NA	NA	0	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	0
NA	NA	NA	NA	NA	NA	NA	merR	MerR family transcriptional regulator, mercuric resistance operon regulatory protein	NA	K08365	NA	NA	0	0	2	1	2	0	0	1	0	2	0	0	0	1	1	1	0	2	0	1	0	1	0	2	1	0	0	2	0	3	0	0	2	1	1	0	3	2	0	0	2	0
NA	NA	NA	NA	NA	NA	NA	copB	P-type Cu2+ transporter [EC:7.2.2.9]	ec:7.2.2.9	K01533	NA	NA	0	0	1	1	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	2	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	dsbG	thiol:disulfide interchange protein DsbG	NA	K03805	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
NA	NA	map00920	Sulfur metabolism	NA	NA	NA	mddA	methanethiol S-methyltransferase [EC:2.1.1.334]	ec:2.1.1.334	K21310	NA	NA	0	0	1	0	1	0	1	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
NA	NA	map01100	Metabolic pathways	NA	NA	NA	mddA	methanethiol S-methyltransferase [EC:2.1.1.334]	ec:2.1.1.334	K21310	NA	NA	0	0	1	0	1	0	1	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
NA	NA	map01120	Microbial metabolism in diverse environments	NA	NA	NA	mddA	methanethiol S-methyltransferase [EC:2.1.1.334]	ec:2.1.1.334	K21310	NA	NA	0	0	1	0	1	0	1	0	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	0
NA	NA	map02020	Two-component system	NA	NA	NA	cusB, silB	membrane fusion protein, copper/silver efflux system	NA	K07798	NA	NA	0	0	1	0	0	0	1	2	1	2	1	0	1	0	0	1	0	3	1	2	0	0	2	0	0	0	2	2	2	2	1	1	1	0	0	2	2	2	1	1	1	0
NA	NA	map02020	Two-component system	NA	NA	NA	cusA, silA	copper/silver efflux system protein	NA	K07787	NA	NA	0	0	1	0	0	0	1	2	1	2	0	0	1	0	0	1	0	3	1	2	0	0	2	0	0	0	2	2	2	2	1	1	1	0	0	2	2	2	1	1	1	0
NA	NA	NA	NA	NA	NA	NA	K07089	uncharacterized protein	NA	K07089	NA	NA	0	0	1	0	2	0	1	2	0	0	0	0	0	2	1	0	0	1	0	0	1	2	2	2	0	0	0	1	0	0	1	0	1	2	2	0	0	1	1	0	1	0
NA	NA	NA	NA	NA	NA	NA	sbnG	staphyloferrin B biosynthesis citrate synthase	NA	K23376	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	merT	mercuric ion transport protein	NA	K08363	NA	NA	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	2	2	1	3	0	0	1	0	0	1	3	2	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	merP	periplasmic mercuric ion binding protein	NA	K08364	NA	NA	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	2	2	3	0	0	1	0	0	2	3	2	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	rnt	ribonuclease T [EC:3.1.13.-]	NA	K03683	NA	NA	0	0	1	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	1	0
NA	NA	map02040	Flagellar assembly	Other	Flagellar assembly	motY; sodium-type flagellar protein MotY	motY	sodium-type flagellar protein MotY	NA	K21218	NA	NA	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0
NA	NA	NA	NA	NA	NA	NA	yfiQ	acetyltransferase	NA	K09181	NA	NA	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	rdgC	recombination associated protein RdgC	NA	K03554	NA	NA	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0
M00996	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	map00520	Amino sugar and nucleotide sugar metabolism	NA	NA	NA	mupP	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	ec:3.1.3.105	K22292	NA	NA	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0
M00996	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	map01100	Metabolic pathways	NA	NA	NA	mupP	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	ec:3.1.3.105	K22292	NA	NA	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0
M00996	UDP-MurNAc biosynthesis, anhMurNAc => UDP-MurNAc	map01250	Biosynthesis of nucleotide sugars	NA	NA	NA	mupP	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]	ec:3.1.3.105	K22292	NA	NA	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0
NA	NA	NA	NA	NA	NA	NA	FN3KRP	protein-ribulosamine 3-kinase [EC:2.7.1.172]	ec:2.7.1.172	K15523	NA	NA	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0
NA	NA	NA	NA	NA	NA	NA	yefM	antitoxin YefM	NA	K19159	NA	NA	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NA	NA	NA	NA	NA	NA	NA	K07726	putative transcriptional regulator	NA	K07726	NA	NA	0	0	2	1	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	4	0	2	0	0	0	0	2	4	0	0	0
NA	NA	map02010	ABC transporters	NA	NA	NA	potD	spermidine/putrescine transport system substrate-binding protein	NA	K11069	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NA	NA	map02010	ABC transporters	NA	NA	NA	potA	spermidine/putrescine transport system ATP-binding protein [EC:7.6.2.11]	ec:7.6.2.11	K11072	NA	NA	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
NA	NA	NA	NA	NA	NA	NA	K09858	SEC-C motif domain protein	NA	K09858	NA	NA	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelA	polysaccharide biosynthesis protein PelA	NA	K21006	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelB	polysaccharide biosynthesis protein PelB	NA	K21007	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelC	polysaccharide biosynthesis protein PelC	NA	K21008	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelD	polysaccharide biosynthesis protein PelD	NA	K21009	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelE	polysaccharide biosynthesis protein PelE	NA	K21010	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelF	polysaccharide biosynthesis protein PelF	NA	K21011	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NA	NA	map02025	Biofilm formation - Pseudomonas aeruginosa	NA	NA	NA	pelG	polysaccharide biosynthesis protein PelG	NA	K21012	NA	NA	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	map00130	Ubiquinone and other terpenoid-quinone biosynthesis	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	map00130	Ubiquinone and other terpenoid-quinone biosynthesis	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	map01100	Metabolic pathways	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	map01100	Metabolic pathways	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	map01110	Biosynthesis of secondary metabolites	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol	map01240	Biosynthesis of cofactors	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	map01240	Biosynthesis of cofactors	NA	NA	NA	menI, DHNAT	1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]	ec:3.1.2.28	K19222	NA	NA	0	0	1	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map00362	Benzoate degradation	NA	NA	NA	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]	ec:1.3.1.25	K05783	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map00364	Fluorobenzoate degradation	NA	NA	NA	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]	ec:1.3.1.25	K05783	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map00622	Xylene degradation	NA	NA	NA	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]	ec:1.3.1.25	K05783	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map01100	Metabolic pathways	NA	NA	NA	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]	ec:1.3.1.25	K05783	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map01120	Microbial metabolism in diverse environments	NA	NA	NA	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]	ec:1.3.1.25	K05783	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map01220	Degradation of aromatic compounds	NA	NA	NA	benD-xylL	dihydroxycyclohexadiene carboxylate dehydrogenase [EC:1.3.1.25 1.3.1.-]	ec:1.3.1.25	K05783	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map00362	Benzoate degradation	NA	NA	NA	benC-xylZ	benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]	NA	K05784	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	map00364	Fluorobenzoate degradation	NA	NA	NA	benC-xylZ	benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]	NA	K05784	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
