pathway	zr2502_1_R1	zr2502_10_R1	zr2502_11_R1	zr2502_12_R1	zr2502_13_R1	zr2502_14_R1	zr2502_15_R1	zr2502_17_R1	zr2502_18_R1	zr2502_19_R1	zr2502_2_R1	zr2502_20_R1	zr2502_21_R1	zr2502_22_R1	zr2502_23_R1	zr2502_24_R1	zr2502_25_R1	zr2502_26_R1	zr2502_27_R1	zr2502_28_R1	zr2502_29_R1	zr2502_3_R1	zr2502_30_R1	zr2502_31_R1	zr2502_32_R1	zr2502_33_R1	zr2502_34_R1	zr2502_35_R1	zr2502_36_R1	zr2502_37_R1	zr2502_38_R1	zr2502_39_R1	zr2502_4_R1	zr2502_40_R1	zr2502_41_R1	zr2502_42_R1	zr2502_43_R1	zr2502_44_R1	zr2502_45_R1	zr2502_46_R1	zr2502_47_R1	zr2502_48_R1	zr2502_49_R1	zr2502_5_R1	zr2502_50_R1	zr2502_51_R1	zr2502_52_R1	zr2502_53_R1	zr2502_54_R1	zr2502_6_R1	zr2502_7_R1	zr2502_8_R1	zr2502_9_R1
METHGLYUT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.291089383144254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.43765902998965	0.0	0.0	0.0
METHYLGALLATE-DEGRADATION-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.28644020933145	120.78486888164892	32.799086772737645	0.0	0.0	8.571144834854005	48.09300943681336	27.087828669757453	88.30390147446634	109.05960767516203	0.0	9.81407965925771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	0.0	493.5945892937983	0.0	0.0	0.0	0.0	171.95235115657565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.190250247535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	219.14725745736075	0.0	0.0	59.2022144584701	129.58732917251163	210.703800548496	0.0	200.29010121355557	738.335546025756	630.0569236990691	451.23044288155495	497.4922124031878	410.3901007941756	503.3350867165312	0.0	0.0	0.0	0.0	0.0	0.0	296.66021671826627	0.0	0.0	192.79666643124517	125.89688946988645	487.6196903642518	388.52315835906484
NADSYN-PWY	0.0	0.0	87.32701051778432	0.0	0.0	248.54108023730967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	250.03357848056146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.95221480328347	43.051595116681945	51.07057715533921	0.0	0.0	0.0	342.48139969934005	0.0	0.0	237.80342224568125	522.8221813297438	0.0	363.1747944015049	0.0	0.0	0.0	0.0	0.0	501.3038164858876	0.0	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	82.0	418.99999999999994	472.0	636.0	0.0	614.0	841.9999999999999	147.75172413793106	1190.3023255813953	549.0	722.0	599.0	512.0	23.0	0.0	1024.5	877.559633027523	1501.33	181.99999999999997	732.0	656.5911251980983	558.0	974.0588988476312	605.0	1134.0	703.0	209.99999999999997	698.0	351.99999999999994	946.9708455150699	953.6526493056784	849.4234939525246	1069.9999999999998	785.9999999999999	885.8600000000001	1207.5746621619312	594.71	575.0465970180234	835.4879149272042	1128.0930123358175	764.8600000000001	1696.0000000000002	483.46060113728674	746.0	1216.0	676.0	636.9999999999999	1402.0	1147.9241654643556	1080.0	1260.0	1012.0000000000001	957.7543935777825
NONMEVIPP-PWY	595.5344506517691	1266.294793161947	635.1760347547237	919.3238792495976	210.7650273224044	1096.9344047088598	1337.8677921984697	759.3092485676451	1965.5399416909622	896.1012636487226	927.7414248021108	811.1234290843806	1398.0737150485343	431.1713063648171	576.0413577881194	1527.321311116492	989.2722868217055	1754.294358456067	987.6666809964111	1289.9937751602845	1124.1130622647227	988.3855809462507	1628.9238510759203	1591.2999559041994	1249.4966072102554	893.6856810244469	975.5559318759276	864.2688679245283	782.0452488687783	1298.6083690145163	1332.8389595141225	1027.17012284318	2107.678236467026	1516.5743201370342	1475.1433513288493	1142.7209753979892	1201.5238949580992	776.961569279819	1140.625075920048	1654.5	1431.36	1782.8193746962581	1722.1700000000003	1400.278481012658	1466.0	683.841918993315	1261.0000000000002	2225.488403627253	1469.244542936288	1548.6179573959782	1388.9067201604812	2022.2616394443596	1567.2278929278198
NONOXIPENT-PWY	655.9877357044305	1492.4070085629646	740.849241854479	1210.2962822273334	459.01046119790897	1197.8840787486147	1522.9558206454876	945.6974159323875	2389.8216463590297	1004.4546714172604	1328.9382223523423	990.9733458230436	1563.5819965945475	497.36605589450886	679.034766773257	1812.1083907035736	1531.6296296296293	2469.730525179232	1320.818602857884	2102.5504285613156	1901.1813239544697	1300.258213583575	2215.0407622511784	2433.795039540317	1755.8792798465747	1385.78795607141	1714.7230755727953	1293.180166433923	1198.7105540933792	1943.9367844913868	2093.7270143502315	1523.9953694540243	2416.6782836395514	2092.1740130301014	1970.0854924987057	1762.8512798931993	1461.041534107906	1035.5283779679523	1634.6623239218914	2237.8884255442117	1682.2337574701687	2366.263406615985	2321.2709799395766	1708.2656865404547	1987.2187544144635	909.600622406639	1716.3157375233616	3383.4346327838743	2075.40654065885	2016.8102033888824	1990.0650142314312	2668.192410556745	1964.740692605863
OANTIGEN-PWY	667.262646144133	1185.0028365618314	532.7305259674204	945.5981209517387	348.2048785114691	996.9602338861317	1185.519393384767	844.8491920676523	2069.993492736165	948.7451565428948	1276.7866811684294	880.4688162918966	1292.2064549909546	323.16393520635086	428.0058628044045	1548.4140360556885	1246.597407256787	2045.8644837265385	1028.8823998922633	1705.519665046052	1342.6867026779273	1192.2910044218656	1758.796731626244	2034.4580329682362	1439.7411879899082	583.3963504057734	1542.803450933258	652.6957092808256	1032.3497121794362	1287.5782002754581	1351.2581483958602	935.5996273554921	2228.034503243191	1886.519843165047	1306.427461950886	1092.9429691542555	1002.4779499162859	744.3224914181907	1051.850045422021	1497.6855282329814	1486.4813547063745	1939.6373892656204	1554.9044600107798	1501.4524420006649	1608.2294624601625	738.7463541837953	1269.2692075476418	2525.527477365112	1607.1976683433463	1621.579765141412	1047.8703587619189	2326.8092390023958	1501.2449261634251
P101-PWY	0.0	623.38806723904	237.2270767290595	0.0	0.0	0.0	28.433614916609574	151.91814297544596	0.0	186.22012976736826	176.1409310689825	0.0	310.09364975636595	0.0	205.1039770124547	0.0	0.0	236.8734751025092	72.33056994366439	0.0	0.0	0.0	194.4703471516417	0.0	340.2333152355233	961.553964721535	0.0	813.5847565279696	0.0	1356.8476941790639	1269.5647072529734	1081.2945858526855	111.24122592212616	157.18558835386835	1170.305007115243	1016.5795086853686	674.1554545604502	772.6665275635438	798.5224470583743	822.029994460258	51.78750915566863	798.9464376643035	169.93944699693947	465.18001059499295	256.319514904698	0.0	394.6261114921523	1322.04636114114	0.0	788.2991076832632	1231.5731422409156	367.47880500088996	533.7825632636482
P105-PWY	0.0	1263.0311993006858	0.0	597.6385389922622	0.0	1222.963237221936	1469.5211819095794	539.1653486890347	1785.6416067728	739.1725979048226	1044.8392684282885	784.2702913821404	1688.8282563514097	345.02440204649656	553.7835886756027	1400.049914746765	652.8172577298842	1412.5340121490735	1062.3195502882368	1163.3384079314778	647.5030723388735	0.0	340.6298085878393	867.9419318810682	860.7036730707196	879.4493635755776	658.9971321196261	839.432887467505	350.4376479245718	1530.094119595948	1708.4361495505968	1291.7755978926862	1698.1608289079873	1258.7800182941794	1440.3998411362154	1346.7443103768503	1249.536136874289	759.6854412939267	1180.8587966504226	1633.592403912667	1760.7325660687623	1778.3559149288988	1764.085351088101	1412.243517808616	1342.8844975105978	443.8474688277265	1538.9335401138876	2231.142656666582	906.0663645559275	1706.71449515849	1456.2730707168705	2322.8723966574944	1299.4970239576758
P108-PWY	562.1743497392549	983.6028920268739	666.9483375496885	755.1444599704093	0.0	1322.9230085300958	1874.9359494384375	497.7949001551974	1542.852041672968	290.21537633005323	897.9212637394822	239.7576801918494	1351.9773565782052	327.5819711586778	549.5382385248506	1459.1852404318352	464.52723520284894	1373.4101117428665	1029.5281043582734	1356.9624666179916	1089.7699260016725	1294.1324228900664	1938.923768827527	1962.7398758299835	269.16363257868517	0.0	403.2160328882916	0.0	0.0	661.4976092737418	1016.9397621363418	491.5955732745445	2286.1788724894827	922.7195000060675	760.8723688845187	451.2933386706614	804.9577362969602	231.17211199562442	528.006226865037	1535.732464199483	1774.7352133922607	1286.8784346782393	1940.093066430585	1431.7063524663654	1642.614454305504	155.48876278912104	1303.7206443873063	1976.4018503669795	847.6448383852517	1826.12581670007	780.8207501332512	2510.506108292311	1105.188279219249
P122-PWY	0.0	567.5556841806055	363.25340626537064	688.856259467332	0.0	0.0	0.0	389.36902238709985	984.8727977035506	617.5567266165689	492.6930336125606	570.2708509533113	375.27537071453816	110.41960269098826	0.0	598.6476237351837	471.4954492609778	552.0722329134721	562.0909036930246	779.3012805191757	480.65749449943667	0.0	431.14576533108266	705.0339578527665	530.4605807356497	20.229104865340133	991.6581795614585	50.166562832879215	499.70852207936235	366.1976584461337	0.0	0.0	824.9129446647737	711.9136975055708	580.2899757229184	466.33971181226576	430.94178918568383	299.45169248620203	614.4346112859616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.70921380812655	699.9643666102145	433.0942505257271	151.75046528008366	805.372746311616	659.3503971644718
P124-PWY	403.64198111563763	644.5789397900894	411.71060540294224	870.860451482778	343.85052417139485	0.0	0.0	699.6431857200522	1221.063668706869	767.0593596131858	620.5526047314787	631.3083993418578	423.71937502774557	313.1270645621347	419.1255237177907	764.3114507543382	750.1127197365155	669.1382360641232	885.6215346058723	1150.359686660614	757.8739775266095	399.850350805685	1127.2756115390075	1402.1515849058355	585.5147400130576	389.78015218978993	1334.2921062659125	403.2556015727787	940.5821781031924	408.8307510526785	0.0	0.0	1581.794277512096	1113.9214909424486	654.4938271900443	516.3768352142894	484.80220609733584	346.9502103639488	679.0775389978338	0.0	0.0	0.0	0.0	523.7802145675836	0.0	0.0	0.0	800.9783417705861	1154.0616616736186	490.7861144908228	406.09559639509604	1379.3707342729044	772.6325380152898
P125-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0042413609524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.03192710505636	0.0	0.0	0.0	49.112387074357194	137.17727260945074	0.0	103.82552196537294	0.0	0.0	0.0	182.586206574669	79.6702461436336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P161-PWY	343.9229559748428	460.24173027989826	315.0495238095238	671.775106630477	316.632707774799	20.248789732363228	16.83923993005178	655.9376842105263	662.6988664366683	695.8073761854583	447.90106007067135	429.05676243868254	913.367527730558	356.1947384296546	629.2896321805393	393.0421746951829	672.1861027190332	445.2747391716724	674.497886135654	721.8184673366834	594.4418386491557	268.3359093250902	252.88601854243808	573.1939966648138	402.53123302552956	1191.5370873786408	1278.3330734445656	1029.8751099384344	866.4452156668319	1423.7095635061362	1062.7864857208867	1058.466900565225	584.4721561161352	942.3006896551725	790.7747754390978	740.0145121155904	425.2769353057158	481.01032381258307	771.3798882023929	0.0	84.74477271492967	17.94574681848627	0.0	801.3020991785822	263.93301783764105	0.0	0.0	1416.3649380804954	654.9940405244338	884.6020639315378	1452.9707401032704	408.8055937643283	521.0250436808386
P162-PWY	0.0	0.0	0.0	0.0	0.0	0.0	383.4450124400391	0.0	0.0	0.0	0.0	0.0	99.12329299274467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203.77175280828789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	269.17878968494483	0.0	0.0	0.0	263.76125529589365	0.0	0.0	0.0	0.0	535.0027762614963	0.0	0.0	286.06580443817177
P163-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	169.60772665898986	0.0	0.0	0.0	0.0	0.0	0.0	288.6339801651831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	456.18933370898355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	416.4361790239159	0.0
P164-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.38686968773303	0.0	0.0	0.0	0.0	595.9973200896193	0.0	0.0	0.0	0.0	853.1842910029701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	528.8367658168936	0.0	0.0	202.66892730809323	0.0	0.0	0.0	0.0	0.0	447.4164296227953	356.11569801335264	714.7817619997751	443.801609706247	0.0	468.72604658111743	0.0	783.4395584625322	651.80228224508	0.0	631.0507276094644	0.0	0.0	0.0
P184-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.04247029818048	123.2062023443552	33.413018042100184	0.0	0.0	8.728054006977777	49.00400670406984	27.594109306090548	90.08101952895291	111.25396902241071	0.0	9.99554744442947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	0.0	725.4605321497946	169.07802800860148	388.17172523961665	0.0	0.0	0.0	191.8046796427286	437.4465175210741	224.94599354065622	205.75285769578122	181.21896176330762	0.0	0.0	0.0	0.0	0.0	532.186355568039	0.0	0.0	0.0	0.0	179.3992080859306	0.0	0.0	0.0	240.93024368079966	0.0	220.0316147859922	59.755968481839105	294.5757408781103	205.32119149691567	0.0	139.90037565988715	950.5556528337888	678.5106265941936	558.4783840367537	583.2372638086491	513.7510290677506	1049.1005004819663	0.0	913.9169303355916	112.27053598504283	0.0	0.0	0.0	432.81498724355833	752.8729919298324	403.68073551883384	318.75842653857995	0.0	365.26422659626166	558.7344901364781
P23-PWY	0.0	800.3337183404636	516.840299671487	820.895021687193	0.0	1387.5064736624697	1224.654345004431	485.5130085245522	1835.4577143913898	703.7223144509665	1024.871438953976	0.0	1493.693172235708	0.0	96.68484571894014	1615.2860770534196	611.008127310363	1135.941064107984	751.495264385707	1284.6801699323184	667.9742585458044	0.0	1380.4677201729746	1410.666016464482	1165.5282439402529	0.0	826.7294475842809	636.9466960148859	351.7309995749778	595.7626261291839	728.7844108852761	882.552480674879	2034.1800060036835	1360.6929118742546	959.1597698546486	810.9502656770671	626.2885331238108	391.00990501895876	676.1413481869312	1395.9866773207739	1658.0583286296555	1840.255444044657	1192.4385467560369	1281.9168820895568	1015.4059596739781	470.89751609429857	1304.625269466318	2258.3447798059005	827.1260178605462	1741.291504692887	1583.7992306686751	1905.4077740478922	1539.1414966487462
P281-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197.32968654406739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.36719310630474	28.52303687798702	39.150116332687766	0.0	0.0	10.776017635653767	23.65178762661505	33.054519995094594	30.39005799141305	28.221124802650504	302.30546623794214	8.982857142857144	233.4264585045193	0.0	0.0	0.0	0.0	0.0	205.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	386.7886480160728	889.438674981037	359.65873056672035	612.3134874282285	0.0	815.8454238927835	878.6323945505762	576.0843454735241	1540.0117098565527	584.3195009161528	782.7947813275555	709.9570264212364	1170.3542454197816	378.9321842382596	514.6945663619774	1111.999367087726	711.7864429217435	1384.181280392156	846.1412485447476	1167.0658578499188	918.1317112197889	424.9604287540447	1020.6871700868097	964.0914768401678	969.9620756028967	949.5247379503664	856.6642535545526	852.093388680901	550.5903266216145	1410.2438442671678	1451.4311248585832	1124.693291119181	1532.7284525446587	1230.361665982554	1390.2240644875494	1153.823360492688	1036.8899957535202	742.4696426961046	1223.5765123680283	1316.4306968022527	873.6637244387986	1444.9533565867887	1020.7461106088335	1067.0314359760139	919.504418957015	286.97807971832793	884.8091437325365	2002.8647747108841	945.2223689603474	1220.8993357214208	1320.983616182252	1757.7153365461888	1256.7154856298746
P42-PWY	623.779006346159	1128.0103826256448	808.8642278602036	1551.4691036275021	326.6544336800877	1561.4899363359943	2217.055876849318	832.1553766577205	2001.738106613049	1062.901913065092	1701.9083022164707	531.6502083422267	1715.3010543189353	315.52269173244866	560.5618294791967	1471.1780789805036	1187.821342240053	2573.4949842281835	964.1547779468107	1758.31314719448	1507.9395182901183	1598.728008150868	2275.0452944169133	2094.009041087381	1513.078102714519	417.8085034697578	1627.281458766572	572.5391874942765	571.0961403126796	938.5200915358345	978.8613433957547	714.2658581193828	2679.2211412762426	2082.39820987711	1267.6860461238518	813.4386630482562	981.4541208119738	519.6918951901147	687.0693885193022	1929.2529738297242	1820.3959253099383	2644.4564371574174	2188.021963674919	1955.2533261260105	2388.9510971733694	1045.8753657439588	1657.1517269957278	3237.7532082535135	1711.4702906861787	2285.561075564148	1470.5091301927184	2245.268943678002	1849.1132025953798
P441-PWY	0.0	0.0	0.0	188.39769119942932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.2318723469576	0.0	0.0	0.0	0.0	0.0	400.4896819148349	0.0	0.0	0.0	231.4471147271767	139.93226288236997	0.0	406.8436302943244	0.0	186.0426967744017	0.0	0.0	103.17288293202414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P461-PWY	321.63091205736737	556.8600699116868	322.10806174957116	569.033918077616	0.0	38.70415990757564	31.181560085543232	377.4933525413214	634.2909968730487	405.2289988301799	452.8695652173913	420.6651606824781	887.9488712889574	79.07198722438083	59.836308807624356	209.46317881987056	389.0478356974784	439.1376427046773	506.632410136469	614.783552631579	541.3448687873897	272.28727885425445	275.53833463402304	427.6631234668847	403.5486477811892	607.8585950742444	971.4859014795579	528.7210806195278	375.0807938598242	1382.837564331485	900.9247276378694	604.4605716660376	564.7347667024732	993.0834948588691	916.1136163432581	502.5121803483148	516.3714218865878	486.5728904961846	752.5726988576744	0.0	153.49610139359518	0.0	0.0	832.361515475919	333.9471375260302	0.0	0.0	1467.5674371563662	509.4188061239528	936.4713417490661	624.2389510102709	528.1122256481965	628.7719523411783
P562-PWY	0.0	208.32140248356464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	143.99999999999997	0.0	0.0	0.0	0.0	0.0	0.0	13.56	16.28	26.289999999999996	258.0	0.0	295.96258747865875	119.58000000000001	211.71	127.14000000000003	202.86	226.0	7.859999999999999	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0	0.0	395.99999999999994	313.0
PANTO-PWY	468.774690038478	1133.2326621923937	516.7259317792705	888.9265949823471	0.0	1198.3006800844528	1645.820703630597	575.3424657534247	1781.673440453686	741.8250854322238	801.4032482598607	661.5103211009174	1409.095317824656	365.0713685118496	549.6420716320933	1431.9184966619614	925.0516795865634	1700.6637531292715	979.6691303505967	1195.5611841063796	1064.8875891061964	956.3826130308789	1593.031899973108	1472.8105919071618	1183.9081515499427	749.6530902876673	516.7038264380153	739.4938198940553	474.5563537368743	1333.073815363059	1414.9705231457058	1147.1418864789994	1955.4690647482014	1220.8174319066147	1434.4444716514154	1197.493561741689	1127.8575102400478	744.0266943881854	1101.4542598901833	1673.3340630472856	1507.5463960520012	1894.8575746127692	1765.8266657903775	1279.7917570498914	1533.6350279165442	689.8438042346409	1305.7058767410801	2235.780193946518	1360.2975061980458	1521.6373426475104	1297.4216805823662	2208.0129352161257	1392.205310880829
PANTOSYN-PWY	493.61954301406627	1195.2540245715354	566.9388049996388	905.0362544152742	0.0	1132.7036722462	1480.304616193359	646.1221155485949	1749.6674480656727	818.3488703232698	728.3857292381208	690.5147309977331	1398.2271360742336	391.0978819799872	557.1536555615588	1422.6656587708721	1038.781837721655	1691.2882554610871	1019.9182263264235	1337.7216471062036	1187.5140156381103	1036.8292511552909	1592.600503722842	1579.0224586671147	1251.2119360057522	815.8247692519631	534.701499869138	760.5298943608625	586.5808284030865	1328.8099172368368	1442.1371262794728	1081.464786325638	1942.0136446188721	1436.0173285907008	1448.9484652198903	1180.8506875618698	1162.076213816152	758.4515723388598	1141.3402360764032	1617.9644806235153	1513.351523412859	1761.1094609634058	1808.2595143896338	1283.0556123209817	1542.633093950456	707.5537974683544	1339.3301742632393	2258.487311372985	1370.942160193253	1563.367106683917	1341.7726133272045	2143.202744463092	1439.3403093951142
PENTOSE-P-PWY	548.663668690393	1180.8394336156348	602.4118286324845	1030.2997045002408	270.5039285882344	868.3459325946143	1048.604969579549	756.0804206689564	1889.9834610601833	860.9130138485025	814.5729122090572	830.3608196811907	1194.590629097586	312.82464623698485	451.6142018435102	1362.5827940165302	875.3857746058433	1231.2023990026617	1053.7431335803342	1422.0149326663798	912.8671264899148	889.6138506953553	1556.9662190728761	1897.4269501545268	1069.8475899352868	573.2736061313753	1184.6742795567138	505.12925707625243	693.8530438584097	1322.13301955957	1429.008233305716	914.202437826436	2060.122834275603	1259.9229831328503	1635.490000649666	1145.8051738207223	1089.8977032962107	835.8566624774339	1197.0939136970144	879.9963155583333	1223.3033947858025	1240.7910592892179	1360.411208707841	1065.00599894139	929.0238230407593	349.4962695294413	1295.005677185699	1779.0497310628011	1239.3183632751777	1482.143971118436	1015.4581600082861	2074.185504776359	1440.6817769837937
PEPTIDOGLYCANSYN-PWY	667.5181853229105	1378.0781835907396	680.3028496482652	1084.1568967734956	399.3272673938962	1168.5788091454567	1433.5110793779684	850.0630026071772	2132.3865178119972	1020.4427014585399	1291.7719880541038	903.3904660006343	1528.267474970003	507.0771578379798	666.8479693766063	1645.5822524201512	1331.7727782491727	2021.4563466083725	1203.1441725890038	1695.6899005657326	1336.6413045695485	1249.2503259093442	2022.2419254265646	2134.4136364313467	1395.7711607802016	955.0353495679498	1457.598854928139	916.8053244592345	1034.9564774584996	1436.8676553017062	1558.4638234368247	1082.1238444889516	2326.8694660908573	1812.2953582368332	1617.8956277571042	1365.4284154419875	1316.6342900312052	835.042408059922	1281.0100080508532	1778.0662155858101	1710.4322609789958	1912.3392138391712	2052.136109939433	1564.1835689493516	1697.701696922242	711.8509380352116	1509.2637044566955	2482.5429564872265	1699.7512538114447	1739.5878308693339	1441.16060961313	2544.310174112061	1699.9737635919757
PHOSLIPSYN-PWY	753.4587001841588	1567.838532417139	795.3737967511306	1394.7607061182377	390.6026748185967	1423.0647089901545	1769.3897590991603	1059.7453324221829	2772.1051671342584	1179.2761455600619	1381.0110755090916	1161.143736941875	1756.1273796715407	601.9983996637926	762.1685396939961	2084.837876119665	1497.8175026625138	2492.6150229845566	1369.5328114953652	2141.2093309658007	1721.5351233077474	1442.0976304859144	2296.378115190701	2468.7183822820834	1769.9310424343828	1161.5170070181687	1577.4036489560146	1103.4455931675943	1239.1933776710507	1689.7548895823545	1780.2779269718678	1326.9477472366646	2874.1880984121854	1995.8052998008438	1809.008718947961	1590.9271362418388	1435.964638717877	982.4325967033695	1496.0002884460669	2168.3669259813046	1785.6228072176089	2583.9457613270547	2189.487589019734	1758.378059539632	2015.121051962384	861.2905646106302	1615.4127363335153	3066.6664151430186	2047.6880169558042	1961.665303631348	1800.4322474760395	2906.3825437738865	1912.7845298176946
POLYAMINSYN3-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	808.5064366037286	0.0	0.0	357.1242283445754	0.0	0.0	0.0	467.896266992883	273.96735058651836	660.0413315146261	0.0	434.96857986171295	374.74728317276225	0.0	346.6423206907313	144.15851989598926	612.5126971710202	0.0	0.0	0.0	0.0	218.1124330680888	237.57275447643576	69.35311882852326	557.7999565050142	711.458895459989	21.61586433740416	121.59956245758367	64.7975221990183	193.6832499828183	463.89279945627027	584.2204659659345	24.59178248570296	689.023275385431	0.0	0.0	0.0	0.0	0.0	570.5953219412605	242.40456286945928	140.2976328355617	0.0	667.7268612611975	0.0
POLYAMSYN-PWY	0.0	473.60539069242515	0.0	0.0	0.0	737.6483414228235	264.7892448185772	109.73861474384245	674.8225474491261	0.0	0.0	228.40328551800937	832.4234002195723	53.03758281154174	0.0	476.01523449351356	265.56464546559897	727.3469227186946	477.20559326915827	336.4505519992286	257.35578206712063	0.0	486.7624024186172	197.06776014647127	292.11593412985695	0.0	73.46274248908132	0.0	0.0	591.8539509897507	482.8371746861653	302.70438160966216	568.162505247017	763.5912855131379	755.3706012959474	119.86878991345239	665.4246989917814	341.6173093413995	461.5626691440869	713.7099913265725	1089.026146395402	850.9683868794734	886.095068506047	549.063422108788	708.9040184564162	240.96426131503415	721.7896859813302	1214.5954628778015	440.9727387378826	396.795830105744	0.0	870.6715181966164	569.9555527635475
POLYISOPRENSYN-PWY	236.51700680272108	854.9820732657832	603.3253243632869	970.2474266793473	267.7475247524753	910.5016022246667	1264.726009296438	453.446209346228	1743.8032518792504	829.0359513763769	1121.175769612711	815.2641769063122	1074.8476366104833	370.5732832251452	548.6925958063772	1437.6604037577454	1124.627403242557	1953.2812066462452	801.0176944009713	1566.0275884912194	1212.8276285715642	1037.3255406195208	1676.267113049496	1853.6195669107337	1298.1754091481328	864.3783251231526	1358.6617119778352	839.2785571142284	707.9960135802323	1224.1324789915966	1376.4231712289236	993.8851387603554	1894.7697637795277	1444.3230640881616	1285.1400543892717	1303.9372333303177	970.1492599673398	730.1302051273889	1091.657992308727	1522.1139637484719	1306.9592286943828	1908.147273184217	1446.315587463346	1164.3291553133513	1570.437564499484	719.3051031487513	1162.4122712594187	2221.940542002148	1486.6597065200929	1493.822222222222	1371.369150779896	1900.6360424028267	1291.6798810703665
PPGPPMET-PWY	0.0	0.0	0.0	430.392668816874	0.0	0.0	0.0	214.82212601070898	995.2058941067917	0.0	0.0	416.29045178504356	474.4971441248553	0.0	0.0	221.29081995743053	0.0	339.5580309896356	376.01906602788017	405.7814369642064	0.0	0.0	335.706154104158	0.0	583.4202415593944	837.2061380560456	270.41552828395965	752.5267691966402	264.60040289932766	1244.2247999016352	1125.2419885083873	974.9656534058955	1059.923436124424	0.0	517.49320072756	786.2738117995918	531.2464942957741	421.2432553987122	758.4344862012468	699.7970786973544	470.9262219384257	701.0423280236239	131.9102520289563	513.9099526433121	0.0	0.0	0.0	1227.7602151677354	471.3341550211099	745.617022028782	1165.3763578317878	0.0	0.0
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	0.0	623.2928911760201	0.0	600.7637938724138	0.0	0.0	0.0	309.58100637049927	680.3497867495404	0.0	0.0	242.40000000000003	0.0	0.0	0.0	0.0	0.0	239.48613835446127	0.0	133.37035719436565	0.0	0.0	0.0	0.0	0.0	0.0	345.3996116504854	0.0	324.0	39.61396554530378	0.0	13.59674328622086	0.0	0.0	910.5188459396812	275.7255390034862	501.8729361037589	309.0667968641467	357.081593886142	877.5897468257738	0.0	322.68727047866633	0.0	0.0	0.0	0.0	533.8913015745605	484.11379588040853	567.1955056179776	0.0	36.48932038834951	550.9131001596165	636.8993186979561
